회사명,이벤트시작일,이벤트종료일(마지막보도),기사수,언론사수,키워드종류,대표제목
두산,2021-12-06,2021-12-06,5,5,구조조정,"두산, 구조조정 불확실성 해소 기대..6% 강세"
두산건설,2010-06-25,2010-06-25,2,2,구조조정,"두산건설, 구조조정 대상에서 제외될 듯"
두산건설,2016-04-19,2016-05-10,2,2,구조조정,"두산건설, 지난해 구조조정 1Q 실적에 긍정적-키움증권"
두산건설,2019-02-27,2019-02-27,1,1,희망퇴직,"[단독] 두산건설, 희망퇴직 실시 과장급 이상 대상"
두산건설,2019-04-25,2019-04-25,1,1,희망퇴직,"두산건설, 희망퇴직 영향 1분기 영업익 71억 전년동기 50.6%↓"
두산그룹,2011-03-23,2011-03-23,1,1,구조조정,두산그룹 구조조정 재시동
두산그룹,2015-02-03,2015-02-04,2,2,구조조정,구조조정 수위 높이는 두산그룹 ‘예방주사’로 면역력 강화나선 듯
두산그룹,2016-08-25,2016-08-25,1,1,구조조정,"김앤장, 공작기계 DST KAI지분 매각 두산그룹 구조조정 특급 도우미"
두산그룹,2020-04-01,2020-04-13,4,3,구조조정,"두산그룹, IMF급 구조조정 검토"
두산그룹,2020-05-16,2020-05-16,1,1,구조조정,"[현장클릭]두산그룹, 구조조정 암초에 배당도 좌초"
두산그룹,2020-12-28,2020-12-28,1,1,구조조정,"[C를 찾아서] 두산① 김민철 CFO, ‘난제’ 두산그룹 구조조정 이끈다"
두산그룹,2021-05-09,2021-05-09,1,1,구조조정,"혹독한 구조조정 성공한 두산그룹, 수소 엔진 달고 '질주'"
두산그룹,2021-06-15,2021-06-15,1,1,구조조정,두산그룹 구조조정 근원  두산중공업은 아직 반등 못했다
두산그룹,2021-12-09,2021-12-12,2,2,구조조정,"구조조정 1년 반 두산그룹, 재무개선 약정 조기졸업 머지않았다"
두산그룹,2022-02-27,2022-02-27,1,1,구조조정,"두산그룹, 구조조정 조기 졸업 가스터빈 SMR 로봇투자 확대"
두산그룹,2022-08-16,2022-08-16,1,1,구조조정,뼈깎는 구조조정 통했다 두산그룹株 '웃음'
두산그룹주,2016-01-15,2016-01-15,1,1,구조조정,"두산그룹주, 구조조정 차질 루머로 52주 최저가 '우루루'"
두산그룹주,2020-09-07,2020-09-07,1,1,구조조정,"[특징주] 두산그룹주, 구조조정 순풍에 강세...두산 상한가"
두산밥캣,2021-12-07,2021-12-07,1,1,구조조정,"두산밥캣, 두산 구조조정 마무리 기대감에 ‘강세’"
두산인프라,2015-12-18,2015-12-18,1,1,희망퇴직,"[뉴스&팩트]두산인프라, '금수저' '22세 사원' 희망퇴직 진실은..."
두산인프라코어,2014-07-28,2014-07-28,1,1,구조조정,"두산인프라코어, 구조조정 효과 발현..목표가 상향-대우"
두산인프라코어,2015-01-27,2015-01-27,1,1,희망퇴직,"[단독] 두산인프라코어, 사무직 희망퇴직 실시 그룹 전계열사로 번지나"
두산인프라코어,2015-03-19,2015-03-19,1,1,구조조정,"두산인프라코어, 2분기 구조조정 마무리 밥캣 성장성 주목"
두산인프라코어,2015-09-17,2015-10-08,8,6,"구조조정,인력감축,희망퇴직","두산인프라코어, 200명 희망퇴직"
두산인프라코어,2015-12-08,2015-12-29,22,11,"구조조정,희망퇴직","두산인프라코어, 인원 30% 감축 사무직 희망퇴직 돌입"
두산인프라코어,2016-07-19,2016-07-19,1,1,구조조정,"[클릭 e종목]두산인프라코어, 생각보다 높은 구조조정 효과"
두산인프라코어,2016-11-14,2016-11-14,1,1,구조조정,"두산인프라코어, 밥캣 실적 개선 & 구조조정 효과로 흑자전환 성공▲"
두산인프라코어,2017-06-05,2017-06-05,1,1,구조조정,"두산인프라코어, 매각ㆍ축소 등 구조조정 성공적...‘매수’-유진투자증권"
두산인프라코어,2017-08-08,2017-08-08,1,1,희망퇴직,"[기업] 두산인프라코어, 희망퇴직 직원 다시 채용"
두산중공업,2014-12-04,2015-02-06,8,7,"구조조정,희망퇴직","[단독]두산중공업, 52세 이상 사무직 희망퇴직 제안"
두산중공업,2016-04-20,2016-04-20,1,1,구조조정,"두산중공업, 자회사 구조조정 효과로 주가상승 기대"
두산중공업,2017-11-08,2017-11-08,1,1,구조조정,"[단독] 두산중공업, 임원 감축 사업 통폐합 구조조정 추진"
두산중공업,2020-02-19,2020-03-12,3,3,"구조조정,희망퇴직","두산중공업, 인력 구조조정 소식에 주가 하락세"
두산중공업,2021-05-03,2021-05-03,1,1,구조조정,"두산중공업, 구조조정 마무리 청정수소 대량생산 나선다"
두산중공업,2021-11-19,2021-11-19,1,1,구조조정,"두산중공업, 두산건설 경영권 사모펀드에 매각  그룹 구조조정 마무리 수순"
두산중공업,2022-02-27,2022-02-27,1,1,구조조정,"두산중공업, 채권단 관리 졸업...23개월 만에 구조조정 마무리"
두산테스나,2024-11-18,2024-11-18,1,1,구조조정,"[리포트 브리핑]두산테스나, '고객사 구조조정 영향으로 동사 실적 성장도 둔화 전망' 목표가 41,000원 - BNK투자증권"
듀폰,2015-02-08,2015-02-08,1,1,구조조정,"듀폰, 구조조정 속도낸다"
듀폰,2015-12-30,2015-12-30,1,1,구조조정,"듀폰, 다우케미칼 합병 앞두고 대규모 인력 구조조정"
디스플레이,2016-05-19,2016-05-19,1,1,구조조정,"디스플레이, 하반기 구조조정 효과 기대-현대"
디아이씨,2010-05-17,2010-05-17,1,1,구조조정,"디아이씨, 실적 개선과 구조조정 효과 가시화<부국證>"
디오,2015-04-21,2015-04-21,1,1,구조조정,"[더벨]디오, 구조조정 효과 영업익 '급증'"
디오,2023-02-23,2023-02-23,1,1,구조조정,"[리포트 브리핑]디오, '우량고객 중심의 거래선 구조조정 단행' 목표가 32,000원 - 미래에셋증권"
디오,2024-08-09,2024-08-09,1,1,구조조정,"[리포트 브리핑]디오, 'Big Bath와 함께 구조조정 개시' 목표가 21,800원 - 미래에셋증권"
딕스스포팅굿즈,2025-11-25,2025-11-25,1,1,구조조정,"[美특징주]딕스스포팅굿즈, 풋락커 구조조정 계획 개장전 약세"
딜로이트안진,2017-07-20,2017-07-20,1,1,구조조정,"딜로이트안진, 파트너급 대상 구조조정"
라온저축은행,2025-07-16,2025-07-23,2,2,구조조정,"[단독]저축銀 구조조정 속도 KBI그룹, 라온저축은행 인수나서"
라이브플렉스,2014-02-28,2014-02-28,1,1,구조조정,"라이브플렉스, 텐트부분 승승장구+게임은 구조조정"
락액락,2018-08-07,2018-08-07,1,1,구조조정,"[특징주]락액락, 구조조정 돌입에 약세"
락앤락,2014-09-05,2014-09-05,1,1,구조조정,"락앤락, '신임대표' 선임으로 구조조정 가속 실적개선 가능할까?"
락앤락,2015-07-22,2015-08-26,10,6,구조조정,"락앤락, 구조조정 끝 회복 시작 투자의견 ‘매수’-IBK"
락앤락,2016-02-11,2016-02-11,1,1,구조조정,"락앤락, 구조조정 완료 따른 이익개선 기대-하이"
락앤락,2016-03-15,2016-03-15,1,1,구조조정,"[IR클럽] 락앤락, 뼈깎는 구조조정 끝에 영업익 30% 증가"
락앤락,2016-08-02,2016-08-02,1,1,구조조정,"락앤락, 2Q 구조조정 효과로 실적개선(상보)"
랑세스,2015-08-10,2015-08-10,1,1,구조조정,"랑세스, 2Q 영업이익 3천435억원 ""고무사업 구조조정 착수"""
로터스,2025-04-19,2025-04-19,1,1,구조조정,"로터스, 실적 및 관세 부담으로 270명 구조조정"
롯데,2015-02-18,2015-02-18,2,2,구조조정,"롯데, KT렌탈 우선협상대상자로 ""인위적인 구조조정 안해"""
롯데,2020-02-13,2020-03-05,2,2,구조조정,"롯데, 백화점 마트 매장 200개 문 닫는다 ""유통업 구조조정 신호탄"""
롯데,2020-04-20,2020-04-20,1,1,구조조정,"롯데, 유통부문 온라인 역량 강화 오프라인 매장은 구조조정"
롯데,2024-02-06,2024-02-06,1,1,구조조정,"롯데, 세븐일레븐ATM 사업부 분리매각 추진...사업 구조조정"
롯데,2024-11-11,2024-11-11,2,2,희망퇴직,"롯데, 희망퇴직 이어 임원 급여 자진 반납까지"
롯데,2024-12-22,2024-12-22,1,1,구조조정,"롯데, 재무개선 속도 낸다...허리띠 조이고 유통군 사업 구조조정"
롯데GRS,2021-02-10,2021-02-10,1,1,희망퇴직,"롯데GRS, 임직원 대상 희망퇴직 공문 발송"
롯데건설,2026-04-13,2026-04-15,18,18,희망퇴직,"롯데건설, 희망퇴직 시행 기본급 30개월분 위로금 지급"
롯데그룹,2010-09-15,2010-09-15,2,2,구조조정,"롯데그룹, 계열사 구조조정 나선다"
롯데그룹,2017-08-04,2017-08-04,1,1,구조조정,"[단독]롯데그룹, 中사업 구조조정 착수 ""매장 직원 감축 검토"""
롯데그룹,2024-11-25,2024-11-25,1,1,구조조정,"롯데그룹, 비핵심 자산 중심 고강도 체질 개선 사업 구조조정 본격화"
롯데리츠,2020-03-16,2020-03-16,1,1,구조조정,"롯데리츠, 롯데쇼핑 구조조정 우려는 기우 ""과매도 구간"""
롯데마트,2019-11-20,2019-11-20,1,1,구조조정,"[사설]롯데마트, 구조조정이 최선일까"
롯데마트,2020-09-04,2020-09-04,1,1,구조조정,"롯데마트, 서울 점포 구조조정 '속도'...연내 구로 빅마켓 도봉점 2곳 닫는다"
롯데마트,2021-02-24,2021-02-25,14,14,희망퇴직,"롯데마트 사상 첫 희망퇴직 10년차 이상 대상, 최대 27개월 기본급 지급"
롯데마트,2021-10-31,2021-11-30,12,10,희망퇴직,롯데마트 또 희망퇴직 받는다
롯데마트,2023-12-03,2023-12-03,1,1,희망퇴직,"롯데마트, 2년 만에 또 희망퇴직 단행"
롯데마트,2026-04-29,2026-04-29,6,6,희망퇴직,"롯데마트 슈퍼, 3년 만에 희망퇴직 실시"
롯데멤버스,2025-11-12,2025-11-13,11,11,희망퇴직,"롯데멤버스, 창립 이래 첫 희망퇴직 1982년생부터 해당"
롯데면세점,2021-09-12,2021-09-12,1,1,구조조정,"롯데면세점, 호주 캔버라점 철수 해외사업 구조조정 일환"
롯데면세점,2022-12-14,2022-12-15,12,12,희망퇴직,"하늘길 열렸지만 환율 침체 먹구름 롯데면세점, 창사 첫 희망퇴직"
롯데면세점,2024-05-28,2024-05-28,3,3,"구조조정,희망퇴직","3개 분기째 적자 늪 ‘허우적’ 롯데면세점, 희망퇴직 등 검토"
롯데면세점,2024-07-12,2024-08-06,3,3,"구조조정,희망퇴직",롯데면세점 노조 “사측 일방적 구조조정 철회해야”
롯데물산,2026-05-15,2026-05-15,7,7,희망퇴직,"롯데물산, 창립 이후 첫 희망퇴직 ""신성장 동력 확보 차원"""
롯데백,2021-09-24,2021-09-24,1,1,희망퇴직,"롯데백, 근속 20년차 이상 전직원 40% 대상 희망퇴직 실시"
롯데백화점,2020-11-10,2020-11-10,4,4,구조조정,"롯데백화점, 간부급 직원 70여명 구조조정"
롯데백화점,2021-02-19,2021-02-19,1,1,구조조정,롯데백화점 앞서 일방적인 구조조정 현실 폭로 및 중단 촉구 기자회견
롯데백화점,2021-09-24,2021-10-17,24,20,"구조조정,희망퇴직","롯데백화점, 창사 42년만에 첫 희망퇴직 20년 이상 직원 대상"
롯데손보,2019-11-29,2019-12-16,2,2,희망퇴직,"롯데손보, 전화영업직 40% 희망퇴직 받는다"
롯데손해보험,2012-12-21,2012-12-21,1,1,희망퇴직,"[특징주]롯데손해보험, 창사 후 첫 희망퇴직에 신저가 경신"
롯데쇼핑,2015-07-22,2015-07-22,1,1,구조조정,"[모닝터치R]롯데쇼핑, 중국 할인점 구조조정 주가 영향 미미 -NH투자증권-"
롯데쇼핑,2018-05-14,2018-05-14,2,1,구조조정,"롯데쇼핑, 구조조정 '스타트' 주가 반등은 언제쯤?"
롯데쇼핑,2018-08-13,2018-08-13,1,1,구조조정,"롯데쇼핑, 구조조정 끝나가지만 더딘 본업 개선 목표가↓-NH"
롯데쇼핑,2019-02-18,2019-02-19,2,2,구조조정,"롯데쇼핑, 중국 할인점 백화점 구조조정 비용 추가 발생 가능성 - KB증권"
롯데쇼핑,2019-04-01,2019-04-15,2,2,구조조정,"[줌인 이종목] 롯데쇼핑, 구조조정 효과 빛 보나"
롯데쇼핑,2019-07-19,2019-07-19,1,1,구조조정,"[리포트 브리핑]롯데쇼핑, '주요 채널의 실적 악화로 구조조정 진행 중 
 ' 목표가 160,000원 - 대신증권"
롯데쇼핑,2019-11-28,2019-11-28,2,2,구조조정,"롯데쇼핑, 구조조정 지속으로 수익성 개선-하이투자"
롯데쇼핑,2020-02-13,2020-04-10,10,9,구조조정,"롯데쇼핑, 점포 30% 정리 전례없는 고강도 구조조정 돌입"
롯데쇼핑,2020-05-14,2020-05-25,6,5,구조조정,"롯데쇼핑, 점포 구조조정 속도...하반기 百 4곳 마트 13곳 폐점"
롯데쇼핑,2020-07-16,2020-08-10,3,2,구조조정,"롯데쇼핑, 러시아 사업 철수 국내외 점포 구조조정"
롯데쇼핑,2020-10-08,2020-11-17,11,11,구조조정,"롯데쇼핑, 구조조정 효과에 마트 홈쇼핑 등 긍정적 매수↑ -하나"
롯데쇼핑,2021-01-12,2021-03-16,9,5,구조조정,"[리포트 브리핑]롯데쇼핑, '4Q20 Preview: 서서히 나타나는 구조조정 효과' 목표가 120,000원 - 유진투자증권"
롯데쇼핑,2021-10-21,2021-11-05,7,4,"구조조정,희망퇴직","[리포트 브리핑]롯데쇼핑, '3Q21 Preview: 구조조정을 위한 일회성 비용 발생 예상' 목표가 100,000원 - KB증권"
롯데쇼핑,2022-02-08,2022-02-08,1,1,구조조정,"구조조정 비용 반영 롯데쇼핑, 작년 영업익 2156억 전년比 37.7%↓"
롯데쇼핑,2022-11-07,2022-11-07,1,1,구조조정,"롯데쇼핑, 밸류에이션 재평가 관건은 구조조정 효과 롯데온 성과-한국"
롯데쇼핑,2023-11-10,2023-12-04,2,2,"구조조정,희망퇴직","""롯데쇼핑, 구조조정 효과로 실적 개선될 것 투자의견↑""-삼성"
롯데쇼핑,2024-12-13,2024-12-13,1,1,희망퇴직,"롯데쇼핑 이커머스 '롯데온', 2차 희망퇴직 단행 근속 2년 ↑ 대상"
롯데온,2024-06-05,2024-06-07,9,9,희망퇴직,"롯데온, 출범 후 첫 희망퇴직 단행"
롯데온,2024-12-13,2024-12-13,12,12,희망퇴직,"롯데온, 2차 희망퇴직 접수 ""지속 가능 경쟁력 확보"""
롯데온,2026-06-15,2026-06-16,16,16,희망퇴직,"롯데온, 근속 3년 이상 직원 대상 희망퇴직 단행"
롯데월드,2010-06-01,2010-06-01,1,1,구조조정,"롯데월드, 수상한 구조조정 논란"
롯데웰푸드,2025-04-08,2025-04-09,10,10,희망퇴직,"롯데웰푸드, 희망퇴직 받는다 근속 10년 임직원 대상"
롯데웰푸드,2026-02-24,2026-02-24,3,3,희망퇴직,"롯데웰푸드, 45세 이상 희망퇴직 실시...""미래 성장동력 확보 위해 조직 효율화"""
롯데자산개발,2020-10-27,2020-10-27,2,2,희망퇴직,"롯데자산개발, 코로나19 타격 전 직원 대상 희망퇴직 받는다"
롯데정밀화학,2026-02-05,2026-02-05,1,1,구조조정,"[리포트 브리핑]롯데정밀화학, '중국 PVC 구조조정과 반도체 수요 강세의 수혜' 목표가 60,000원 - 하나증권"
롯데제과,2019-06-06,2019-06-06,1,1,구조조정,"[PICK?UP!]롯데제과, 구조조정의 단맛을 맛볼 때"
롯데제과-칠성,2019-03-12,2019-03-12,1,1,구조조정,"롯데제과-칠성, 중국공장 구조조정 나서 “매각 등 방안 검토”"
롯데지주,2025-09-30,2025-09-30,1,1,구조조정,"[리포트 브리핑]롯데지주, '사업 및 재무 구조조정 필요' 목표가 35,000원 - 흥국증권"
롯데지주,2026-05-28,2026-05-28,1,1,구조조정,"롯데지주, 기업설명회 성료 “저효율 사업 구조조정 가속”"
롯데칠성음료,2016-04-01,2016-04-01,1,1,구조조정,"[마켓인사이트] 롯데칠성, '10년 적자 지속' 중국사업 구조조정 나섰다"
